codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
9928001A00,9928001A00,,,,CAJA AGUA GASIFICADA POOL *600ML X 20U,,,
029224008,MX02427A,,,,JABON PROTEX LIQ. OMEGA 3 X221MLX12U,,,
70.01.06.004,70.01.06.004,,,,ETIQUETA MAYONESA *3350 GOURMET LOS PINOS,,,
240101041,240101041,,,,COMBO - SALSA SAZONADORAS SURTIDAS LLEVE 13 PAGUE 12 NONA PEPA,,,
70.09.08.002,70.09.08.002,,,,ETIQUETA DE ACEITE SOYA EL POBLADO  2650 ML,,,
071078004,800259,,,,10% GASTROFAST ADVANCE SACHET1DPX10U,,,
029353075,029353075,,,,PPK TAT 5 (2 SACHET BASE+CLINICAL) X9GRX18S GTS 02 SACHETON,,,
074028005,13058,,,,MAYONESA HEINZ DPACK 90GX24U (SSM),,,
007002001,7012876,,,,TARJETA CLARO SIM PREPAGO P.E,,,
12.05.03.002,12.05.03.002,,,,N/A,,,
22.03.01.007,22.03.01.007,,,,SALSA INGLESA * 165 GRS SUPERLIDER,,,
052925,12238437,,,,FELIX SENS PAVO Y MENUDENCIAX85GRX24U BONIF,,,
069330006,069330006,,,,TAT 6 DERSA MANZ/BICARX500GR GTS 1 BICAR/MANZ 125GR,,,
1304045B04,1304045B04,,,,1 NORAVER GRIPA FAST TOTAL CAPX6 + P.E ACETAMINOFEN FORTE MKX500MGX8TAB GTS SOBRE NORAVER NOCHE,,,
029117004,CO02097A,,,,(3%) AXION CREMA CARBON ACT X235GRX48U,,,
029220007,CO01854A,,,,(4.10%) JABON PROTEX HERBALX120GX72U,,,
029929,FCO63138,,,,CDC TAX50CC+CEP PREM CLEAN P.E BONIF,,,
70.11.08.001,70.11.08.001,,,,ETIQUETA GLASSES 500 PIÑA,,,
60.03.02.001,60.03.02.001,,,,EMPAQUE RISTRA MAYONESA SACHET 50 NONA PEPA SHALOM,,,
052370003,12459607,,,,(7%) PRO PLAN SENSITIVE SKIN R/MED&GRANDEX3KGX6U,,,
018711001,450103153,,,,2 GTE ETERNA BAÑO CLAS C18 N7 1/2 GTS LIMP 200ML,,,
069923,63067,,,,LAVALOZA TOP TERRA LIQX180MLX48U BONF,,,
074022010,3001-1,,,,MAYO HEINZ 400G+KETCHUP HEINZ DP 397GR P.EX12OF,,,
4004001B08,81000281,,,,MM PG 12 LL 14 SUPREMO LAVALOZA LIMON CREMA 150GR,,,
052026017,12373349,,,,SSM MAY GATSY CARNE ARROZ Y MAIZ P15 17KX1BT,,,
071400011,071400011,,,,12 LIMPIDO REGX460ML GTS 1 DERSA AS 125G,,,
071210,116136,,,,PÑ WINNY ULTSEC ET1 EIX8DPX30U,,,
003450,1030083109,,,,GRANOLA GRANNY PAS&NUE X300GX12UN,,,
60.03.01.004,60.03.01.004,,,,EMPAQUE DISPLAY TOMATE SACHET 90 NONA PEPA SHALOM,,,
029396009,MX04516B,,,,DES LSS DOBDEF AERO ACTIVEFRESHX91GRX12U,,,
069324,13000,,,,BARRA DERSA AZUL X350GRX25U,,,
19.02.01.004,19.02.01.004,,,,ACEITE 700 ML BAND *12 PALMA NORSAN PETPACK,,,
052950059,052950059,,,,ACTIVACION TRADICIONAL OCTUBRE,,,
70.13.10.005,70.13.10.005,,,,ETIQUETA SALSA HUMO NORSAN 1000 GR FLEXOLABEL,,,
052999017,052999017,,,,COMBOS PRO PLAN JULIO,,,
1313013B01,82134,,,,BONIF 2 DES YODORA CLASICOX32G P.E,,,
2813301B04,2813301B04,,,,1 BLTO TRIPLE PROTE 8KG GTS 1 DOG CHOW HUMEDO (5X100GR),,,
1001081B02,1001081B02,,,,PG 12 LL 14 DETERGENTE AS VINAGRE+LIMON 500G,,,
1328048B09,502278,,,,BONIF CLOROX  ORIGINALX460MLX24U,,,
073034010,1003068,,,,PINONES BADIA 28GRX12U,,,
2855009A00,12396695,,,,EXCELLENT ADUL CAT SMART 3KGX6U,,,
019913,02966,,,,MENTA HELADA X16DX100U BONIF,,,
0103055B04,CO02098A,,,,(25.5%) AXION CREMA CARBON X450GX24U,,,
80.01.03.028,80.01.03.028,,,,BEBIDA LACTEA MELOCOTON 1 LTR,,,
029205020,FCO91055,,,,JAB.PALM AVENA&AZUCARX130GRX24DP*3 P.E. 50%EMP,,,
029353200,61004382,,,,POB (6.9%) MSS CLINICAL DRY CREMA TAPAX9GRX24DX20S,,,
70.13.07.003,70.13.07.003,,,,ETIQUETA SALSA DE SOYA LA HUERTA 170 GR FLEXOLABEL,,,
70.03.01.004,70.03.01.004,,,,ETIQUETA PIÑA 4000 CLASICA DOÑA PEPA,,,
32.01.09,32.01.09,,,,COLOR MILK WHITE COTTON MOP YARN 2 PLY TWISTED 3.2g/M 1 END ROLL PACKEGE,,,
031026002,4200504,,,,PH NUBE MAX BCO STD 3HX3DPX18U P.E,,,
2813049A00,12399252,,,,DOG CHOW CACH. R/MED-GDE XLIFEX1KGX8U,,,
052460900,052460900,,,,PRO PLAN EXIGENT RAZA PEQUEÑA X3KGX6U BONIF,,,
052913003,12371587,,,,LADRINA CARNE PARR VGTALX400GX20U (BONIF),,,
071150006,80046,,,,(P.E)DES YODORA CREMA TUBOX12G,,,
1331033B13,500463,,,,TAT PG 4 LL 5 LIMPIDO ROPACOLOR 450 ML,,,
80.01.02.002,80.01.02.002,,,,LECHE POLVO ENT VITAMINA D BOLSA 200,,,
029417004,CO01145A,,,,CDC SENS/PRO ALIV+CEP SENS 360X24U,,,
017080001,3462,,,,MARCADOR BORRABLE EXPO AZULX12DXP10LL12U,,,
069170006,069170006,,,,6 SUAV DERSA PRIMAVERAX450ML GTS 1 UND SUAVIZANTE 200ML,,,
029185032,CO01100A,,,,(19.10%) FABULOSO FLORAL DPACKX200CCX72U,,,
80.01.03.019,80.01.03.019,,,,YOGURT GRIEGO PIE DE LIMON 150,,,
029183012,FCO22522A,,,,(7%) FABULOSO FLORAL  X500CCX24U,,,
029491036,FCN05615,,,,CEP COLG 360º SURROUND MED SONIC PWERX12U,,,
071025005,737973,,,,(15%) PR ESP KOLA MK X30GX1DX6SOB,,,
70.22.01.001,70.22.01.001,,,,ETIQUETA QUESO MORARELLA  2.5KG TAJADO - IMPRESIONES DEL ORIENTE,,,
017900,3756,,,,BOL. KILOMETRICO RETR.300 VIOLETA BONIF,,,
075205008,075205008,,,,COMBO 2 SARDINA TINAPA TOMATE 155GR P.E,,,
029491035,CN00908A,,,,2 CEP COLG 360° BREATH HEALT MACX12U P.E,,,
029146900,CO01745A,,,,AJAX BICARBONATO NAR/LIMX180CCX72U BONIF,,,
240201011,240201011,,,,COMBO - MARGARINA 600GR+GRATIS SALSA LIQUIDA 165 ML HUERTA,,,
029911,CO00706A,,,,J. PALM POME GRX130GRX72U BONIF (P6 LL7),,,
3490001B04,3490001B04,,,,6 ACEITE 110+2 MAYO +1 TOMATE DYPACK,,,
016218,310004480,,,,TRULULU FRESITASX12DX90GR,,,
70.11.04.006,70.11.04.006,,,,ETIQUETA  GLASSES 500 CHOCOLATE AMBIENTE GRAFICO,,,
069252013,069252013,,,,COMBO 8 12 DERSA BARRA  125 GRS + 6 LIMP 460 ML+ 4 ACTE NAPOLI 110,,,
016328,310004282,,,,KRAMEL ORO X18DX50U,,,
0422001A00,471000176,,,,DETER LIQ LIMPIA YA DPACK 75MLX12RX12U,,,
3101025B03,7590,,,,BONIF PIN POP BUMBA  GIG SURTIDO 16DX24U,,,
16.01.01.003,16.01.01.003,,,,BBQ 1000 G CLASICA DOÑA PEPA DOYPACK,,,
009123,00474,,,,DETERGENTE ULTREX LIMON X500GRX40U,,,
3310029A00,722776001103,,,,DISPENSADOR SPLENDA TABLETA 18GRX1CJ,,,
60.03.02.035,60.03.02.035,,,,EMPAQUE  SALSA ROSADA  X90 NONA PEPA ROLLO,,,
074015001,2105,,,,TRIPACK KETCHUP HEINZ DPACK 200GX8OF (TAT),,,
80.01.04.009,80.01.04.009,,,,LECHE CONDENSADA DORYPACK 420 GR,,,
11.04.04.005,11.04.04.005,,,,MAYONESA 500 G LA ECONOMICA NONA PEPA,,,
70.09.04.006,70.09.04.006,,,,ETIQUETA ACEITE 2800 SOYA DON PEPE,,,
074010001,K012,,,,KETCHUP HEINZ SQUEEZE PET 397GX16U P.E,,,
029408005,CO01394A,,,,CDC TRIPLE ACCIONX100CCX72U 50% EMP,,,
071228044,112110,,,,TAT MM - PÑ WINNY ULTSEC ET3X8DPX30U GTS 01 DET DERSA AS BIC/ MZ 125GR,,,
60.01.04.002,60.01.04.002,,,,BOLSA ESTAMPADA GOURMET 400 NONAPEPA ALICO,,,
059001,30190001,,,,BUÑUELO DOÑA PEROLAX300GRX20U,,,
074011005,12696,,,,P1 LL2 KETCHUP HEINZ DPACK 397G OFERTA ESPX12OF,,,
071256018,071256018,,,,TAT 3TUBO YODORA CREMAX12GR GTS 1 ALGODON MK ZIGZAGX25GR,,,
052062003,12311944,,,,DOG CHOW ADU. R/MED-GDE BX4KGX6U P.E,,,
075105001,01021607,,,,(P.E) SARDINA TINAPA SOBERANA E/ACEITE 155GX50U,,,
018226,419500050,,,,CEPILLO ROPA CERDA SUAVE- ESTILOX12U,,,
052999041,052999041,,,,ACTIVACION ORIENTE COMBOS INNOVACIONES ENERO,,,
11.03.01.003,11.03.01.003,,,,MAYONESA 800 G GOURMET LA HUERTA DOYPACK,,,
15.04.01.008,15.04.01.008,,,,MOSTAZA 1000 GR LA ECONOMICA NONA PEPA,,,
1328017B01,635000,,,,PG 12 LIMON 460 ML GTS 1 LIMP REG 460 ML,,,
2825049A00,12371597,,,,LADRINA R/C ADU POLLO BRASA+VEGX1KGX8U,,,
2504001B11,01011619,,,,MM 8 ATUN LA SOBERANA ACEITE X140GRX48U GTS 1 HARINA 500GR,,,
052941,12282365,,,,DOG CHOW LATA CORDERO/ARROZX374GX12U BONIF,,,
80.01.01.007,80.01.01.007,,,,LECHE UHT ENT VITAMINA D BOLSA 900ML,,,
2807057A00,12465485,,,,FELIX MEGAMIX X10KGX1U,,,
70.02.04.002,70.02.04.002,,,,ETIQUETA TOMATE 500 CLASICA LA HUERTA,,,
029068107,61020296,,,,(13%) MM SUAVITEL PRIMAVERALX180MLX56U,,,
016224,310004566,,,,TRULULU UNICORNIOX12DX90GR,,,
003255002,1000140718,,,,(P.E) FIDEO FINO PREMIUMX250GX24U,,,
003550001,60001,,,,XL ENERGY DRINKX250MLX4DX6U,,,
60.01.05.008,60.01.05.008,,,,TAPA 28 MM FLIP TOP SEG ROJO OR 11.8 MOINSOPLAST SAS,,,
071426006,500463,,,,P.E LIMPIDO ROPA COLOR X450MLX24UND,,,
016103001,210002870,,,,OKA LOKA FUSION POPX12DX12U,,,
26.01.01.008,26.01.01.008,,,,AREQUIPE PANADERIA 5000GR NONA PEPA,,,
076002,92.01.01.002,,,,ARROZ DIANA 500GRX25U,,,
073041,1003740,,,,SAZONADOR P/CARNE BADIA 184.27GRX12U,,,
018047900,485010917,,,,ESPONJILLA ETERNAX432DX1U BONIF,,,
029220096,CO01854A,,,,(7.80%) JABON PROTEX HERBAL X120GX72U,,,
071908002,634946,,,,BONIF MM LIMPIDO REG.M/USOSX460MLX24U,,,
1304053A00,162870,,,,NORAVER GRIPA FAST TOTAL CAPX12P.E,,,
018121,018121,,,,4 SUAV 760 + 2 LIPIA M/ USOS GTS 1 SUAVIZANTE 760,,,
071090011,804534,,,,TAT -SALFRUTLUAX20+KOLAX6+IUFMGX8 + 3 ALCOHOL350ML,,,
016239900,310006781,,,,BONIF TRULULU GUSANOS ACIDOS 96UX90GR,,,
1337001B02,300698,,,,PG 2 ESPONJILLA BON BRILLX24DPX6U GTS 2 LIMPIDO REG 460ML,,,
052463,12402884,,,,PRO PLAN EXIGENT DOG SMALL BREED 7.5KG,,,
029109004,CO01490A,,,,(50%E) AXION CREMA LIMON X450GX24U,,,
029953,61002720,,,,SUAVITEL PRIMAVERALX200MLX48U (BONIF EFECT),,,
044035013,01200004,,,,VASO RUMBA PETX12/14OZX50PX12,,,
1610157A00,310005217,,,,TRULULU SIRENASX12DX88G,,,
052988004,052988004,,,,PRO PLAN WET KITTEN POLLO X85GRX15U OBSEQUIO,,,
076001002,076001002,,,,SIXPACK GASEOSA COCA COLA 1.5LT,,,
70.17.01.007,70.17.01.007,,,,ETIQUETA TAPA AREQUIPE,,,
069243007,5340,,,,P.E DETERGENTE AS BICAR/MANZX250GX48U,,,
016244001,210003503,,,,TRULULU PINGUINOSX12DX100U,,,
071080040,804961,,,,(P.E) TAT BONPLUSX20+NOR BNOCHEX8+DURAFE ESPX8,,,
071250903,FMXE11146A,,,,BONIF TAT CDC TRIPLE ACCIONX22CCX144U,,,
0118010B10,61006757,,,,(PE CAJA MM) 2 MSS XTREM NIGHT CREAMX9GRX24D,,,
2804041A00,12476254,,,,CAT CHOW ESTERILIZADO PREBIOTICOSX500GRX12U,,,
029353901,FMXE11146A,,,,CDC TRIPLE ACCIONX22CCX144U BONIF,,,
044910002,00900001,,,,VASOS OPAL TUCX9OZX40DX50U BONIF PPK19.3,,,
052999045,052999045,,,,ACTIVACION TRADICIONAL NOVIEMBRE,,,
052950075,052950075,,,,PPTO TACTICO TRAD SEPTIEMBRE ,,,
3107079B04,7897,,,,BONIF TROLLI ANAYCONDA 72UX39G,,,
044028006,01000002,,,,VASOS OPAL TUCX10.OZX40PX50U,,,
044012,00250201,,,,VASO BCO DOMINGOX2.5OZX60PX50U,,,
1325045B07,110152,,,,TAT PÑ WINNY ULTSEC ET4X8DPX30U + CJA SAL FRUTAS LUAX11U GTS 2 LIMPIDO REG 460ML,,,
50.16.01.019,50.16.01.019,,,,PREFORMA 31 CR 1881 CSD,,,
029185026,029185026,,,,PPK 15 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
052020900,12476243,,,,BONIF CAT CHOW ADUL DELIMIX PREBIOTX500GX12U,,,
074040003,5204,,,,(FC) MOSTAZA HEINZ DPACK 200GX24U,,,
60.01.06.018,60.01.06.018,,,,ENVASE TRANSPARENTE 400- FABRICADO,,,
60.01.03.018,60.01.03.018,,,,BOLSA DOYPACK TRANSPARENTE 150GR CON VALVULA,,,
029216,CO01868A,,,,(10%) JABON PROTEX MEN 3 EN 1X120GRX36DX2U,,,
069010,61408,,,,TOP ULTRA FLORAL X2700GRX6U,,,
029406036,MX05539A,,,,(TPR) 2 CDC LUMINOUS WHITEX75MLX36U,,,
70.17.03.004,70.17.03.004,,,,ETIQUETA AREQUIPE GRANNY  *900GR,,,
052491900,12343166,,,,DENTALIFE DOG SMALL BREEDX42GX7U BONIF,,,
029194003,61012985,,,,(45.20%) FABULOSO ALT CLORO ULT DESINF SACHETX40MLX28DX12U,,,
052910004,63557,,,,RISTRA DOG CHOW WET,,,
029185035,CO01102A,,,,(19.10%) FABULOSO BEBE DPACKX200CCX72U,,,
70.12.02.001,70.12.02.001,,,,ETIQUETA TARTARA LOS PINOS 1000GR SINERGIA PUBLICIDAD,,,
2504021B05,01011620,,,,TAT 6 ATUN LA SOBERANA AGUA X140GRX48U GTS 1 HARINA 500GR,,,
075003013,075003013,,,,TAT MM 6 ATUN BCDO MAR AGUAX160GR+ATUN ACEITEX140GR,,,
071228041,112134,,,,PPACK TAT- PÑ WINNY ULTSEC ET3X4DPX50U+TOAX10U GTS 01 LIMPIDO,,,
044111,00000003,,,,KIT COPA MED TRANS RUMBAX8OZX20PX12U,,,
029177006,CO01425A,,,,FABULOSO MANZANA X2000CCX6U P.E,,,
1390002B02,1390002B02,,,,1 NORA PASTI CEREX12 +1 NORA NOCHE X10 SOB,,,
029220075,CO01856A,,,,MM JABON PROTEX VITAMINA E X120GX72U (PLM),,,
074003021,1202,,,,SSM P5 LL6 CAJA COLADO MELOCOTON HEINZ FLEX 113GX24U,,,
2843025B01,12459615,,,,PG 5 LLEVE 6 PRO PLAN R PEQ 3.5 GR,,,
029119003,CO01748A,,,,AXION CREMA LIMONX150GX72U P.E,,,
22.01.47.001,22.01.47.001,,,,SALSA DE CARNES 170 ML BONIF,,,
006002,01008,,,,BETUN PASTA BEISBOL #2 CAFEX30GRX72U,,,
073040,1003735,,,,SAZON TROPICAL BADIA CUL/ACH 191.4GRX12U,,,
052967,72139,,,,RISTRA CAT CHOW 250G X 4U,,,
9955001A00,9955001A00,,,,IMPUESTO CONSUMO CLUB COLOMBIA DORADA,,,
075907,01011605,,,,ATUN SOBERANA E/AGUA 170GRX48U BONIF,,,
3003037A00,IMA013,,,,GELA PLAY ESTRELLA BOLSA 35GX20UX12DP,,,
029204001,61009709,,,,(10%) JABON PALM CARBONX120GRX24DPX3U,,,
052999002,052999002,,,,PAGO SOMOS MAS (JUN-JUL-AGO 2017),,,
70.17.01.001,70.17.01.001,,,,ETIQUETA AREQUIPE REPOSTERIA *250GR,,,
12.05.02.001,12.05.02.001,,,,N/A,,,
052049002,12307660,,,,ARENILLA TIDY CATS ACC INSTX6.35KGX3U,,,
19.03.02.011,19.03.02.011,,,,ACEITE 5000 ML BAND *4 SOYA LA HUERTA PETPACK,,,
029403092,029403092,,,,PPK TAT - P08 LL09 CDC TRIPLE ACCIONX60ML,,,
70.18.04.001,70.18.04.001,,,,ETIQUETA TAPA TROQUELADO LECHE CONDESADA NAPOLI,,,
078006,121162,,,,SIXPACK CERVEZA CORONA BOT 355MLX4DP,,,
019016002,05013,,,,FRUNAS PLANASX24DX8U,,,
044028023,01200007,,,,VASOS OPAL TUCX12OZX40PX50U P.E,,,
0103030B04,CO02097A,,,,(11.3%) AXION CREMA CARBON ACT X235GRX48U ,,,
018786004,472108074,,,,(P.E) LAVALOZA CREMA LIMON LIMPIA YA 450MLX36U,,,
029189015,61003808,,,,(15.80%) FABULOSO ALT CLORO LAVANDA DPKX200CCX72,,,
031906,4200505,,,,PH NUBE EXTRA GDE 3H E.IX48UX1U BONIF,,,
029189047,CO01101A,,,,(12.40%) MM FABULOSO LAVANDA DPACKX200CCX72U,,,
029116036,CO01969A,,,,(12.80%) AXION CREMA PODER/PLAST X235GRX48U,,,
005023,6500,,,,MARGARINA CHIFFON C/SALX125GX48U,,,
70.08.08.001,70.08.08.001,,,,ETIQUETA TAPA TROQUELADA MARGARINA NAPOLI,,,
14.05.01.001,14.05.01.001,,,,N/A,,,
074021018,3000,,,,(JUN21) MAYONESA HEINZ 200GX24U,,,
069080002,61454,,,,TOP BASICO X500GRX40U,,,
006023010,21018,,,,BETUN#1 CAFEX12GRX144U,,,
029406017,MX02352A,,,,CDC LUMINOUS WHITEX75MLX36DX2U,,,
071228052,071228052,,,,TAT - PÑ WINNY  ET3X8DPX30U+ YODORA 12G GTS 01 DERSA 125G,,,
029068013,61002719,,,,TAT SUAVITEL VAINILLA X200MLX48U,,,
044028010,01400000,,,,VASOS OPAL TUC X14OZX48DX25U,,,
074001014,1001,,,,COLADO MANZANA HEINZ 113GX24U,,,
052001,12366390,,,,CAT CHOW ADUL DEFENSE NATUREX450GRX12U,,,
073035004,1003491,,,,SAL ROSADA HIMALAYA BADIA 157.53GRX12U,,,
016326900,310005890,,,,BONIF RICATO CARAMELOX18DX50U,,,
018862902,471000181,,,,SUAV LIMPIA YA PRIMAV DPACK 190X48U BONIF,,,
003325001,1010043153,,,,(P.E) ACEITE OLIVA NAPOLI EXVIR PETX2000MLX8UN P.E OF,,,
052048001,12425286,,,,FELIX SENSACIONES SURTIDOX85GRX1DPX12U,,,
071107,77060,,,,ALGODON MK ZIGZAGX1DPX100G,,,
70.18.01.011,70.18.01.011,,,,ETIQUETA LECHE CONDESADA 300g Gravada,,,
073018001,1003504,,,,HOJAS DE LAUREL BADIA 42.5GRX6U,,,
071400052,071400052,,,,TAT 4 LIMP REGULARX460ML+4 LIMP R/COLORX450 MLGTS 1  DERSAX125GR,,,
029214006,CO01790A,,,,JABON PROTEX BAL/SALUDABLEX130GRX24DP*3,,,
50.05.09.001,50.05.09.001,,,,DIOXIDO DE  TITANIO ANATASE X 25 KG CIACOMEQ,,,
029400012,CO01683A,,,,(EMP) CDC TRI ACCIONX150CCX72U,,,
037020004,4950,,,,PILA AAA ENERGIZERX96RX10U,,,
003599002,50004,,,,HARINA DEL SOL X1000GRX5U (TAT),,,
70.09.05.002,70.09.05.002,,,,ETIQUETA ACEITE 500 SOYA OLEO DIA,,,
2210025B02,190901003,,,,3% P.E ACEITE DE SOYA NAPOLI 500MLX24U,,,
029068008,61002719,,,,MM (P.E) SUAVITEL VAINILLA X200MLX48U,,,
075110,2552,,,,SARDINA CILINDR SOBERANA TOMATE 425GX24U,,,
019011006,03901,,,,FRUNAS TUBO ORIGI EXPRESSIONSX24DX15U,,,
80.01.06.017,80.01.06.017,,,,DRINKING YOGURT 8 PACK 1200G,,,
029196005,61009677,,,,(5%) JABON PALM CARBONX120GRX72U,,,
052950,052950,,,,INCENTIVOS CONCURSO FLASH,,,
074009027,1501,,,,(32) SIXPACK COLADO HEINZ SURT 113GX4OF,,,
071301001,625122,,,,CLOROX LIMONX2000MLX6U,,,
019040,05065,,,,YOGUETA FRUTALESX16DX24U,,,
029406900,61014380,,,,CDC TOTAL 12 CLEAN MINTX50CCX72U BONIF P.FACT,,,
006480,30231,,,,FRAGANTY LAVANDA DPX500MX12U,,,
003053009,1020255263,,,,PASTA TORNILLO GRANNY X1000GX12U P.E,,,
075210900,02030508,,,,HARINA AREPA REPA AMARILLA 500GRX24U BONIF,,,
029116040,CO02097A,,,,(8.10%) AXION CREMA CARBON ACT X235GRX48U,,,
052999030,052999030,,,,DUELO DE GIGANTES NOVIEMBRE ORIENTE PS,,,
029403034,FCO63138,,,,(3%) CDC TRIP ACCX50CCX96U+CEP PREM CLEAN P.E,,,
071080034,071080034,,,,MM BONPLUSX20+NOR BNOCHEX8+DURAFEXFORTEX8GTS 1 DERSA B/AZULX250GR,,,
003798,12010,,,,SPAGUETTI TRADICIONAL GRANNYX125 P.E.,,,
016315,210002891,,,,BIANCHI DROPS CHOCOL/BLANCOX12DX12U,,,
3416010B02,130401013,,,,MM 3 PIÑA 200 G CLASICA (15%),,,
15.05.01.001,15.05.01.001,,,,N/A,,,
052330,12232715,,,,PRO PLAN REDUCE CALORI DOG COMPL X15KGX1U,,,
071400055,071400055,,,,TAT 1 PÑ WINNY ETAPA3X30+1 YODORA CREMA X12GR GTS 1 DERSA 125 GR,,,
029116020,CO01268A,,,,TAT AXION CREMA LIMONX235GX48U,,,
029068019,61006264,,,,TAT SUAVITEL ORQUIDEA LAVANDA X200MLX48U,,,
16.03.01.004,16.03.01.004,,,,BOLSA BBQ 4000 G CLASICA LA HUERTA,,,
0029999013,0029999013,,,,CONVENIO PRESTACION DE SERVICIO MES ABRIL,,,
052026022,052026022,,,,MM GATSY CARNE A/MAIZX17KG+2 DOG CHOW350GR,,,
052950011,052950011,,,,CONCURSO FDV HULK MAYO,,,
052058013,052058013,,,,COMBO 1 P/PLAN SKIN R/PEQX3K+1P/PLAN SKIN RZ M/GR3KG+1P/PLAN PUPPY T/RAZAS3KG,,,
076016,076016,,,,GALLETA SALTIN ROJO TACO 110GRX48U,,,
20.01.04.004,20.01.04.004,,,,GLASSE FRUIT CHOCOLATE 5000 G BALDE,,,
0029999051,0029999051,,,,TRADE ACTIVITIES,,,
074010003,2001,,,,(*) KETCHUP HEINZ SQUEEZE PET 567G 20.OZX12U P.E,,,
60.05.01.004,60.05.01.004,,,,PRECINTO DE SEGURIDAD MARGARINA FLEXOLABEL,,,
24.01.01.006,24.01.01.006,,,,COMBO  - SEISCENADO 2 MAY GOURMET 200G + 2 ROSADA 200G + 2 BBQ 200G,,,
0410049A00,419500201,,,,BOLSA ETERNA AROMAS MED (20LT)XDPX40BX24U,,,
029353900,61009197,,,,LSS CLINICAL PRACTITUBOX70GRX18U BONIF,,,
029176002,FCO22510B,,,,(30%) FABULOSO LAVANDA X2000CCX6U,,,
052465004,12459915,,,,(15%)PRO PLAN ACTIVE MIND R/PEQX1KGX16U,,,
029221026,61028407,,,,(8.8%) MM JABON PROTEX DUO PROTECT X110GX72U,,,
70.05.02.003,70.05.02.003,,,,ETIQUETA MOSTAZA 1000 CLASICA LA HUERTA,,,
029181011,FCO31022B,,,,FABULOSO BEBEX2000CCX6U 10% SSM,,,
60.01.04.033,60.01.04.033,,,,BOLSA ESTAMPADA SALSA ROSADA 200 LA HUERTA ALICO,,,
071460900,300698,,,,BONIF ESPONJILLA BON BRILLX144DPX1U,,,
018768,482010510,,,,ESPONJA LIMPIA YA ORO PLATA X4DX12U,,,
029189003,61003808,,,,TAT FABULOSO ALT CLORO LAVANDA DPKX200CCX72U,,,
017455003,3753,,,,BOL. KILOMETRICO RETR.300 FUCSIAX96DX6U,,,
019906,019906,,,,RISTRA FRUNAS BALL (ALDOR),,,
60.01.01.001,60.01.01.001,,,,ENVASE MARGARINA 200 EMPLANORTE,,,
075205015,02030505,,,,HARINA AREPA REPA BLANCA 1000GRX20U - MAY,,,
32.01.04,32.01.04,,,,"COTTON MOP YARNS BLUE + WHITE COLOR, 2-APLY, 0.2 NE, 50% COTTON, 50 % POLYESTER 7 ENDS/13 KGL/ROLL",,,
50.11.03.001,50.11.03.001,,,,COLOR ROJO MORA #2 *5KG DISAROMAS,,,
70.10.06.003,70.10.06.003,,,,ETIQUETA DE ACEITE DE SOYA NAPOLI 500 ML,,,
70.09.02.008,70.09.02.008,,,,ETIQUETA ACEITE DE SOYA 2000 ML LA HUERTA,,,
80.01.01.016,80.01.01.016,,,,LECHE UHT ENT VITAMINA D BOLSA 1100,,,
052950026,052950026,,,,CONCURSO FDV HULK FEBRERO,,,
70.17.01.004,70.17.01.004,,,,ETIQUETA AREQUIPE REPOSTERIA TETERO *390GR,,,
071242005,110244,,,,PÑ WINNY ULTSEC ET5X8DPX30U+6COLADOS GTS 2 LIMPIDO,,,
052037,12313796,,,,FELIX PATÉ SELECCION DE MARX156GX24U,,,
029400013,61024891,,,,(25%) CDC TRIPLE ACCIONX150CCX72U,,,
50.09.13.001,50.09.13.001,,,,SABOR TOMATE *5KG COMERCIALIZADORA Q&S,,,
018908,471001012,,,,DESENG ETERNA DOYPACK 500MLX12U (BONIF),,,
2890901B12,2890901B12,,,,PG 5 LL 6 PRO PLAN SENSITIVE SKIN ADUL R/PEQX3KGX6U,,,
1622053A00,310005508,,,,BIANCHI CHOCOSNACK CRUNCHYX12DX48G,,,
1337009B01,242066,,,,PG 1 DOBLE USO BON BRILX12U GTS 1 INOXIDABLE BON BRIL PLATEADAX1U,,,
052999018,052999018,,,,COMBOS PREMIUN JUNIO,,,
0190001B01,0190001B01,,,,COMBO EFECTIVIDAD MM - ABRIL 2025,,,
052440,12252578,,,,EXCELLENT DOG PUPPY CHICKENRICE 1KGX8U,,,
074050,7103,,,,SALSA 57 HEINZ 284GX12U,,,
075205024,075205024,,,,3 HARINAS AREPA REPA BLANCA 1 KG P.E,,,
20.03.07.001,20.03.07.001,,,,GLASSE SONRISAS YERMAN NEUTRO 1000 GRS,,,
40.03.01.004,40.03.01.004,,,,QUESO MOZARELLA 420 GR BLOQUE NONA PEPA,,,
0106014B04,CO01745A,,,,(5.3%) AJAX BICARBONATO NAR/LIMX180CCX72U,,,
70.09.01.014,70.09.01.014,,,,ETIQUETA ACEITE 1000 SOYA NONA PEPA CALDEFLEXO,,,
029068901,61020299,,,,(BONIF) SUAVITEL ORQUIDEA LAVANDA X180MLX56U,,,
052999101,052999101,,,,PRESUPUESTO TÁCTICO TRAD JULIO,,,
003258,1000350169,,,,TORNILLOS PREMIUMX250GX24U,,,
70.04.04.002,70.04.04.002,,,,ETIQUETA ROSADA 4000 PREMIUM NORSAN,,,
003609,003609,,,,LECHE CONDENSADA GRANNY DOYPACK 300 GRSX45,,,
